epoch,accuracy,loss,val_accuracy,val_loss
0,0.3529999852180481,1.3982481956481934,0.4390000104904175,1.2333430051803589
1,0.42500001192092896,1.24297297000885,0.4334999918937683,1.1779710054397583
2,0.44200000166893005,1.1989573240280151,0.5230000019073486,1.058279275894165
3,0.47450000047683716,1.1513628959655762,0.512499988079071,1.0816335678100586
4,0.4894999861717224,1.1482555866241455,0.5220000147819519,1.1089433431625366
5,0.5005000233650208,1.1328016519546509,0.47699999809265137,1.1915416717529297
6,0.5264999866485596,1.073413372039795,0.5640000104904175,1.028179407119751
7,0.5410000085830688,1.0344130992889404,0.5830000042915344,0.9520224928855896
8,0.5740000009536743,0.994756281375885,0.5109999775886536,1.1308021545410156
9,0.6050000190734863,0.9518226981163025,0.6205000281333923,0.8958635926246643
10,0.5799999833106995,0.9876976609230042,0.5270000100135803,1.1309165954589844
11,0.5759999752044678,0.9755381345748901,0.5394999980926514,1.027211308479309
12,0.5715000033378601,0.9901198148727417,0.6539999842643738,0.8904739618301392
13,0.6050000190734863,0.9402543306350708,0.6654999852180481,0.7915747761726379
14,0.6255000233650208,0.8936999440193176,0.5975000262260437,0.9402914047241211
15,0.6259999871253967,0.8976324200630188,0.6159999966621399,0.9135478734970093
16,0.6355000138282776,0.8842797875404358,0.6930000185966492,0.7813329100608826
17,0.6549999713897705,0.8616217374801636,0.7074999809265137,0.7387661337852478
18,0.6460000276565552,0.8579240441322327,0.6754999756813049,0.8050253391265869
19,0.6744999885559082,0.8249867558479309,0.6589999794960022,0.8383356332778931
20,0.6729999780654907,0.8051149249076843,0.7310000061988831,0.6771126985549927
21,0.6759999990463257,0.8007221221923828,0.7074999809265137,0.7263174653053284
22,0.6915000081062317,0.8114035129547119,0.7354999780654907,0.6755613684654236
23,0.6834999918937683,0.7755278944969177,0.737500011920929,0.6339642405509949
24,0.7110000252723694,0.7383870482444763,0.7170000076293945,0.6973897218704224
25,0.6830000281333923,0.7864950299263,0.6825000047683716,0.7972952723503113
26,0.6919999718666077,0.7435052394866943,0.7544999718666077,0.6190404891967773
27,0.7020000219345093,0.7533355951309204,0.7770000100135803,0.5975565314292908
28,0.684499979019165,0.7663118839263916,0.659500002861023,0.8894490599632263
29,0.718500018119812,0.7104991674423218,0.7559999823570251,0.6288704872131348
30,0.7170000076293945,0.7260957360267639,0.7475000023841858,0.6520188450813293
31,0.7124999761581421,0.7004395723342896,0.7214999794960022,0.7362021803855896
32,0.7279999852180481,0.6965627670288086,0.7369999885559082,0.677379310131073
33,0.7260000109672546,0.6950483918190002,0.7434999942779541,0.6743767857551575
34,0.7325000166893005,0.6787745356559753,0.7795000076293945,0.5716586709022522
35,0.7335000038146973,0.6511747241020203,0.781499981880188,0.5630895495414734
36,0.7415000200271606,0.6516664624214172,0.7549999952316284,0.6345329880714417
37,0.7365000247955322,0.6653642654418945,0.7720000147819519,0.6108123660087585
38,0.7434999942779541,0.6416985988616943,0.8019999861717224,0.5558407306671143
39,0.7574999928474426,0.6272906064987183,0.7925000190734863,0.5535501837730408
40,0.7674999833106995,0.5767104029655457,0.6389999985694885,1.2128345966339111
41,0.7480000257492065,0.6313071250915527,0.8144999742507935,0.4900950789451599
42,0.7609999775886536,0.6140192151069641,0.8100000023841858,0.5184530019760132
43,0.7799999713897705,0.5844725370407104,0.8009999990463257,0.5140846967697144
44,0.7490000128746033,0.6187991499900818,0.8370000123977661,0.4673864245414734
45,0.7584999799728394,0.5969638228416443,0.7200000286102295,0.7988272905349731
46,0.7764999866485596,0.5841427445411682,0.8040000200271606,0.552765965461731
47,0.7850000262260437,0.5632733702659607,0.7925000190734863,0.5592871904373169
48,0.796999990940094,0.5379809141159058,0.8270000219345093,0.4492669701576233
49,0.800000011920929,0.5330837965011597,0.7820000052452087,0.5968092679977417
50,0.8019999861717224,0.5222397446632385,0.8669999837875366,0.3731594979763031
51,0.7864999771118164,0.551508367061615,0.8054999709129333,0.5339617133140564
52,0.8090000152587891,0.5111391544342041,0.8270000219345093,0.4569903314113617
53,0.7870000004768372,0.5487459897994995,0.8025000095367432,0.5468103885650635
54,0.8075000047683716,0.5199387073516846,0.8479999899864197,0.3902643918991089
55,0.809499979019165,0.49580931663513184,0.8510000109672546,0.3998713493347168
56,0.8034999966621399,0.5026302933692932,0.8209999799728394,0.4649119973182678
57,0.8080000281333923,0.4997163414955139,0.8084999918937683,0.5564862489700317
58,0.8130000233650208,0.5063477754592896,0.7990000247955322,0.566463053226471
59,0.815500020980835,0.49867892265319824,0.859000027179718,0.40998032689094543
60,0.8255000114440918,0.47378212213516235,0.8144999742507935,0.5269637107849121
61,0.8090000152587891,0.4849679470062256,0.7789999842643738,0.6322012543678284
62,0.8180000185966492,0.48564639687538147,0.815500020980835,0.5046470165252686
63,0.8184999823570251,0.48546773195266724,0.8355000019073486,0.42791226506233215
64,0.8355000019073486,0.441526859998703,0.8945000171661377,0.32115134596824646
65,0.8309999704360962,0.4458428621292114,0.8790000081062317,0.3714146316051483
66,0.8305000066757202,0.4530775249004364,0.859499990940094,0.3924662172794342
67,0.8379999995231628,0.4277082085609436,0.8650000095367432,0.365153044462204
68,0.8274999856948853,0.44619330763816833,0.8629999756813049,0.3958522081375122
